, uploadDate,Collection,Level,Medium,Publisher,Tag,Year,_attachments,_id,_rev,addedBy,articleDate,attachments_md5,author,averageRating,description,filename,fromLevel,hidden,id,isWelcomeVideo,kind,language,linkToLicense,need_optimization,ok,openUrl,openWhichFile,openWith,resourceFor,resourceType,rev,subject,sum,timesRated,title,toLevel,type,uploadDate,views
1306,1397842876298.0,,"[u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899ab815b', u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93']",,"{u'More About Prevention and Treatment of Malaria.pdf': {u'stub': True, u'length': 141411, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-5jCOdx20VSR4c8afCMpQFw=='}}",66ef3d974d1755653c4335881562401b,5-bf2f0a06783ee8651e9d20fc0216d3b5,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,More About Prevention and Treatment of Malaria,,,2014-04-18T04:00:00.000Z,
1307,1397842924573.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899b62828', u'3037965c2de9e2915e2ad751cfa31dfc', u'04867f07cb797e610efee86ba759f594', u'41d96d20b4c87ffd1545b6d4570178e5']",,"{u'National HIV-AIDS Policy for the Education Sector, Sample from South Africa.pdf': {u'stub': True, u'length': 235980, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-lQKmOqleZsNPIh6TZCIgxA=='}}",66ef3d974d1755653c43358815651789,6-e98396f51bc072d118ab98303e30b73d,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,"National HIV-AIDS Policy for the Education Sector, Sample from South Africa",,,2014-04-18T04:00:00.000Z,
1308,1397842994129.0,,"[u'Lower Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899b62828', u'3037965c2de9e2915e2ad751cfa31dfc', u'04867f07cb797e610efee86ba759f594', u'41d96d20b4c87ffd1545b6d4570178e5']",,"{u'National Policy for the Education Sector-Sample from Namibia.pdf': {u'stub': True, u'length': 1314195, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-K2sMXKMqDLW3as5r9QENjw=='}}",66ef3d974d1755653c433588156a97f6,6-0b964674a91ee44ac05a30638522a521,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,National Policy for the Education Sector-Sample from Namibia,,,2014-04-18T04:00:00.000Z,
1309,1397843051031.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'845ca5617e959d8a09839f5cca9f4fc8', u'3037965c2de9e2915e2ad751cfa31dfc', u'04867f07cb797e610efee86ba759f594']",,"{u'National Policy on Drug Abuse Management in School, Sample from South Africa.pdf': {u'stub': True, u'length': 159190, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-LKkn49fWSNQOCKnF1kVxBQ=='}}",66ef3d974d1755653c433588156d590f,5-4bf43d0a526e7350b6065ede8d5e36d9,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,"National Policy on Drug Abuse Management in School, Sample from South Africa",,,2014-04-18T04:00:00.000Z,
1310,1397843108463.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'41d96d20b4c87ffd1545b6d4570260d0']",,"{u'No to Unprotected Sex.pdf': {u'stub': True, u'length': 351616, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-S/Vdm7tpFQpfHe3068Vpuw=='}}",66ef3d974d1755653c43358815704773,6-c8ad4503d6f87e9c495289e130c1c9f8,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,No to Unprotected Sex,,,2014-04-18T04:00:00.000Z,
1311,1397843170935.0,,[u'Professional'],Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'3037965c2de9e2915e2ad751cfa31dfc', u'cc11a4c42d45448a3448193899c0de63']",,"{u'Nutrition Policy Guide for Schools.pdf': {u'stub': True, u'length': 201862, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-zQRrcLh2bCzeJ+oZg5wi9A=='}}",66ef3d974d1755653c43358815733e9c,6-9db0f7d806471793ccc8bb52989a97f0,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Nutrition Policy Guide for Schools,,,2014-04-18T04:00:00.000Z,
1312,1397843223594.0,,[u'Professional'],Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'3037965c2de9e2915e2ad751cfa31dfc']",,"{u'Nutrition Services Questionnaire-Checklist.pdf': {u'stub': True, u'length': 196876, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-ng+h43y25GXEpo+8DNf9CA=='}}",66ef3d974d1755653c4335881575f618,6-7d3fdcf2395f45b58b2401027668b646,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Nutrition Services Questionnaire-Checklist,,,2014-04-18T04:00:00.000Z,
1313,1397843299800.0,,[u'Professional'],Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'2cb04e36e7836460c98d481f7e432192', u'cc11a4c42d45448a34481938996f4418', u'3037965c2de9e2915e2ad751cfa31dfc']",,"{u'ORS Solution-A Special Drink for Diarrhoea.pdf': {u'stub': True, u'length': 248353, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-weOkzITw2GL5CNpoTQQA3g=='}}",66ef3d974d1755653c433588157b1881,7-5aff346ccc95653f4c9b665e463b4793,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,ORS Solution-A Special Drink for Diarrhoea,,,2014-04-18T04:00:00.000Z,
1314,1397843340526.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'04867f07cb797e610efee86ba759f594']",,"{u'Ottawa Charter for Health Promotion.pdf': {u'stub': True, u'length': 17812, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-va10i9Ywp23M1BZg86QV5g=='}}",66ef3d974d1755653c433588157d3f77,5-ec71b0a202c1ae5c207c675a8442d296,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Ottawa Charter for Health Promotion,,,2014-04-18T04:00:00.000Z,
1315,1397843398969.0,,[u'Professional'],Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'44684522ba5e72db188bc66b7c596b56', u'41d96d20b4c87ffd1545b6d4570241bf']",,"{u'Peace Educationin UNICEF.pdf': {u'stub': True, u'length': 412595, u'content_type': u'application/pdf', u'revpos': 5, u'digest': u'md5-EEdthDqTu2odudXHkvLbBg=='}}",66ef3d974d1755653c433588158286c5,7-a99de359f5e524a73fc28d4c3a128560,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Peace Education in UNICEF,,,2014-04-18T04:00:00.000Z,
1316,1397843459885.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'845ca5617e959d8a09839f5cca9f4fc8', u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93']",,"{u'Planning Drug Prevention Interventions-Conducting a Situation Analysis.pdf': {u'stub': True, u'length': 475718, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-+0sr2+E64l0N6CYYJLhCkA=='}}",66ef3d974d1755653c43358815865102,5-340bb46fe5ebe6c9bb262fb88e1d6178,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Planning Drug Prevention Interventions-Conducting a Situation Analysis,,,2014-04-18T04:00:00.000Z,
1317,1397843508158.0,,[u'Professional'],Text,,"[u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'6e9f105b3f195350296f71b70cca9b5a']",,"{u'Planning Helminth Control Interventions-Conducting a Situational Analysis.pdf': {u'stub': True, u'length': 239020, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-1dUoCIbQdNjRGXepjmJ7sQ=='}}",66ef3d974d1755653c4335881588e736,6-d57170efe5877b64798058cc2f24aa1a,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Planning Helminth Control Interventions-Conducting a Situational Analysis,,,2014-04-18T04:00:00.000Z,
1318,1397843561797.0,,[u'Professional'],Text,,"[u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'6e9f105b3f195350296f71b70cca9b5a']",,"{u'Planning Helminth Control Interventions-Setting Goals and Objectives.pdf': {u'stub': True, u'length': 225676, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-ag8D90sfCs9GnQbvRcQr6A=='}}",66ef3d974d1755653c433588158b5a10,6-65171d823325052b321f51e41b5a773d,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Planning Helminth Control Interventions-Setting Goals and Objectives,,,2014-04-18T04:00:00.000Z,
1319,1397843640401.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'41d96d20b4c87ffd1545b6d4570178e5']",,"{u'Planning HIV-STI Interventions-Conducting a Situation Analysis.pdf': {u'stub': True, u'length': 240543, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-FPln+uLNMMrflorPW3PFHA=='}}",66ef3d974d1755653c433588158fdc70,6-66d3e8c91833f3ecd8a6f8a37a10400a,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Planning HIV-STI Interventions-Conducting a Situation Analysis,,,2014-04-18T04:00:00.000Z,
1320,1397843695300.0,,[u'Professional'],Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'44684522ba5e72db188bc66b7c596b56', u'2cb04e36e7836460c98d481f7e6aa678']",,"{u'Planning Violence Prevention Interventions-Conducting a Situation Analysis.pdf': {u'stub': True, u'length': 256825, u'content_type': u'application/pdf', u'revpos': 5, u'digest': u'md5-e0LcBPQKGIBAkC3T5AdoNw=='}}",66ef3d974d1755653c43358815923f77,7-615230f52fc07f0d92a324bbeed71dbc,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,,,[u'Health & Medicine'],0.0,,Planning Violence Prevention Interventions - Conducting a Situation Analysis,,,2014-04-18T04:00:00.000Z,
1321,1397843767640.0,,[u'Professional'],Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'2cb04e36e7836460c98d481f7e6aa678']",,"{u'Planning Violence Prevention Interventions-Conducting a Situation Analysis.pdf': {u'stub': True, u'length': 256825, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-e0LcBPQKGIBAkC3T5AdoNw=='}}",66ef3d974d1755653c433588159583e7,7-79bdd8b2b11c2262f0254a582c300fb2,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,,,[u'Health & Medicine'],0.0,,Planning Violence Prevention Intervention - Setting Goals and Objectives,,,2014-04-18T04:00:00.000Z,
1322,1397843819994.0,,[u'Professional'],Text,,"[u'2cb04e36e7836460c98d481f7e6aa678', u'845ca5617e959d8a09839f5ccab009ac', u'cc11a4c42d45448a3448193899b62828', u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'01e0dd79c13b3f781de91b3f1e042fc2', u'41d96d20b4c87ffd1545b6d4570260d0']",,"{u'Policy on Sexual Abuse in Schools, Sample from South Africa.pdf': {u'stub': True, u'length': 434834, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-h55jFA4dzlvIPUXPSmb4Gw=='}}",66ef3d974d1755653c4335881597ce26,7-4157bb34bbbbf969d0187445a2ed9685,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,"Policy on Sexual Abuse in Schools, Sample from South Africa",,,2014-04-18T04:00:00.000Z,
1323,1397844109525.0,,"[u'Lower Secondary', u'Upper Secondary']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'845ca5617e959d8a09839f5ccadc5f57', u'41d96d20b4c87ffd1545b6d4570178e5']",,"{u'Preventing HIV-AIDS among adolescents.pdf': {u'stub': True, u'length': 789245, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-ZValLX/lyZiqxhhiTBiBZQ=='}}",66ef3d974d1755653c43358815a66734,6-064ecaf617481dd33f71bac35a0b8df0,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Preventing HIV-AIDS among adolescents,,,2014-04-18T04:00:00.000Z,
1324,1397844171448.0,,"[u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7']",,,66ef3d974d1755653c43358815aa1497,5-1e03deed63a420a8156e56f988f9573e,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Promoting Health through Schools,,,2014-04-18T04:00:00.000Z,
1325,1397844229658.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7']",,"{u'Proof that Skills-Based Health Education does Change Behaviour.pdf': {u'stub': True, u'length': 344446, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-fxN69nfwf17DZpqnYOhoFg=='}}",66ef3d974d1755653c43358815ad1985,5-961c9e238942d63057b552f38f3c85b6,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Proof that Skills-Based Health Education does Change Behaviour,,,2014-04-18T04:00:00.000Z,
1326,1397844296973.0,,"[u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93']",,"{u'Proper Care, Treatment and Use of Insect-treated Bednets.pdf': {u'stub': True, u'length': 163850, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-VkhwPWucZKfehrkvlKJT1Q=='}}",66ef3d974d1755653c43358815af9cd0,5-e239b028e454f09b25043f2dfa65c51b,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,"Proper Care, Treatment and Use of Insect-treated Bednets",,,2014-04-18T04:00:00.000Z,
1327,1397844356051.0,,[u'Professional'],Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'3037965c2de9e2915e2ad751cfa31dfc']",,"{u'Protect the Quality and Safety of Your Food.pdf': {u'stub': True, u'length': 132058, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-rrlCm+9AZcJFOhWrJdItbA=='}}",66ef3d974d1755653c43358815b2ac0b,7-5efea5d42be9512b08b891868a3e4aa7,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Protect the Quality and Safety of Your Food.,,,2014-04-18T04:00:00.000Z,
1328,1397844409707.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'cc11a4c42d45448a3448193899ab847b', u'845ca5617e959d8a09839f5ccadc5f57', u'41d96d20b4c87ffd1545b6d4570178e5']",,"{u'Protect yourself against AIDS.pdf': {u'stub': True, u'length': 240692, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-XbOmKs97nQ8DKXa1GM3MgA=='}}",66ef3d974d1755653c43358815b60c8f,6-ca2ab1fa9c5be0abfe76759d8876d39d,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Protect yourself against AIDS.pdf,,,2014-04-18T04:00:00.000Z,
1329,1397844461515.0,,[u'Professional'],Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'3037965c2de9e2915e2ad751cfa31dfc', u'2cb04e36e7836460c98d481f7ec8c318']",,"{u'Providing vitamin A supplements through immunization and other health contacts.pdf': {u'stub': True, u'length': 366052, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-EZAU6cGr3BIZDdnE+gZyMA=='}}",66ef3d974d1755653c43358815b8ae4f,6-e926d68f575df4a61bb3798027d4cd65,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Providing vitamin A supplements through immunization and other health contacts,,,2014-04-18T04:00:00.000Z,
1330,1397844510150.0,,"[u'Lower Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7']",,"{u'Quality Checklist for Selecting Skills-Based Health Education Materials.pdf': {u'stub': True, u'length': 157801, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-nKY0bvREswe2YYmdILd6jg=='}}",66ef3d974d1755653c43358815baa775,5-7a3729890ff68f74399e1de4361c6618,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Quality Checklist for Selecting Skills-Based Health Education Materials.,,,2014-04-18T04:00:00.000Z,
1331,1397844566752.0,,"[u'Lower Primary', u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7', u'44684522ba5e72db188bc66b7c596b56']",,"{u'Responding to Persuasion.pdf': {u'stub': True, u'length': 203739, u'content_type': u'application/pdf', u'revpos': 5, u'digest': u'md5-srMvlN1vSgjHRLUVxtljVA=='}}",66ef3d974d1755653c43358815bcf9c2,6-e6e1e8a37c885858031f9f4479638734,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Responding to Persuasion,,,2014-04-18T04:00:00.000Z,
1332,1397844615931.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7', u'44684522ba5e72db188bc66b7c596b56', u'41d96d20b4c87ffd1545b6d4570260d0']",,"{u'Responsible behaviour-You Decide.pdf': {u'stub': True, u'length': 156134, u'content_type': u'application/pdf', u'revpos': 5, u'digest': u'md5-0g682gyRZB0DjHhKE+l/yA=='}}",66ef3d974d1755653c43358815bf42aa,7-4e97fbb46857314106b3425c0d9ad027,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Responsible behaviour-You Decide,,,2014-04-18T04:00:00.000Z,
1333,1397844673978.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7', u'44684522ba5e72db188bc66b7c596b56', u'41d96d20b4c87ffd1545b6d4570260d0']",,"{u'Responsible behaviour-Your Assertive Message.pdf': {u'stub': True, u'length': 189394, u'content_type': u'application/pdf', u'revpos': 5, u'digest': u'md5-ae7zX8An5onIpTy+8uKnvA=='}}",66ef3d974d1755653c43358815c24bfb,7-595e2be44d10d8ae6b4028ddf0b14daa,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Responsible behaviour-Your Assertive Message,,,2014-04-18T04:00:00.000Z,
1334,1397844751354.0,,"[u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93']",,"{u'School Deworming at a Glance.pdf': {u'stub': True, u'length': 189153, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-LonQfn2IOF4RKRAsLZQPqA=='}}",66ef3d974d1755653c43358815c6d9a0,5-71e04efb6d01a48b71290be343ec61ea,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,School Deworming at a Glance,,,2014-04-18T04:00:00.000Z,
1335,1397844951965.0,,"[u'Lower Primary', u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7', u'cc11a4c42d45448a3448193899c0de63']",,"{u'School Feeding Programs.pdf': {u'stub': True, u'length': 225479, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-npS+Mfniieii4cLCpcFTWw=='}}",66ef3d974d1755653c43358815d39027,5-9082d7445b353691ceabcb67e86f1952,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Food and Nutrition', u'Health & Medicine']",0.0,,School Feeding Programs,,,2014-04-18T04:00:00.000Z,
1336,1397845023872.0,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d45703504c', u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'3037965c2de9e2915e2ad751cfa31dfc', u'41d96d20b4c87ffd1545b6d45702290d']",,"{u""School Feeding Works for Girls' Education.pdf"": {u'stub': True, u'length': 188717, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-4buNafjKHwlNoG01DXG2qw=='}}",66ef3d974d1755653c43358815d7204a,61-1073b2a53cb751256ea997c43b788265,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,0.0,School Feeding Works for Girls' Education,,,2014-04-18T04:00:00.000Z,
1337,1397845141781.0,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'cc11a4c42d45448a3448193899c0de63']",,"{u'School Health and Nutrition-Situation Analysis.pdf': {u'stub': True, u'length': 76640, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-XlNiMfdKqYYKXlZHyw41Dw=='}}",66ef3d974d1755653c43358815e34c75,5-c70816cb68de2f9c57510aa8fe3c79c7,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Food and Nutrition', u'Health & Medicine']",0.0,,School Health and Nutrition-Situation Analysis,,,2014-04-18T04:00:00.000Z,
1338,1397845212205.0,,[u'Professional'],Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93', u'41d96d20b4c87ffd1545b6d4570178e5']",,"{u""School Health Education to Prevent AIDS and STD - Teachers' Guide.pdf"": {u'stub': True, u'length': 152560, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-phDjdNmgsYFg2K8dHpTUAg=='}}",66ef3d974d1755653c43358815ea8708,6-662cafb64163b202b1b0dce78bca8e97,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,School Health Education to Prevent AIDS and STD - Teachers' Guide,,,2014-04-18T04:00:00.000Z,
1339,1397845282178.0,,[u'Professional'],Text,,"[u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e042fc2']",,"{u'School Healthy Policy Development-Basic First Steps.pdf': {u'stub': True, u'length': 159236, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-1uITZFriFJ5b3QzkXQXEFA=='}}",66ef3d974d1755653c43358815ee4cd3,7-afa9600d504488e1541d37dbc7305e75,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Agriculture'],0.0,,School Health Policy Development-Basic First Steps,,nation,2014-04-18T04:00:00.000Z,
1340,1397845349783.0,,"[u'Lower Primary', u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93']",,,66ef3d974d1755653c43358815f1b0d3,5-ee77016e5da8dd2bb05aae2fd0081e8f,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Food and Nutrition', u'Health & Medicine']",0.0,,"School-age Children, their health and nutrition",,,2014-04-18T04:00:00.000Z,
1341,1397845598478.0,,"[u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'3037965c2de9e2915e2ad751cfdecf93']",,"{u'School-based Deworming Interventions-An Overview.pdf': {u'stub': True, u'length': 136525, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-h/feRNVmRFMJwSvZ4YmaDA=='}}",66ef3d974d1755653c43358815fd219b,5-9de19c159b6b399647ff24bed5481f36,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,School-based Deworming Interventions-An Overview,,,2014-04-18T04:00:00.000Z,
